index,job_title,rating,company,location,headquarters,size,ownership,sector,salary_start,salary_end,location_state
44,Data Scientist,4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Information Technology,75000,131000, CA
46,Data Scientist,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Information Technology,75000,131000, MA
47,Data Scientist,3.3,"Intellectual Ventures
3.3","Bellevue, WA","Bellevue, WA",501 to 1000 employees,Company - Private,Finance,75000,131000, WA
48,Data Scientist,3.7,"GovTech
3.7","San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Government,75000,131000, CA
49,Data Scientist,4.3,"Quick Base
4.3","Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Private,Information Technology,75000,131000, MA
51,Data Scientist,3.7,"Takeda
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,75000,131000, MA
233,Data Analyst,3.8,"Brighthouse Financial
3.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance,71000,123000, NC
238,Data Analyst,3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Information Technology,71000,123000, CA
228,Machine Learning Engineer,3.6,"Riverside Research Institute
3.6","Beavercreek, OH","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Government,71000,123000, OH
229,Other,3.6,"T. Rowe Price
3.6","Baltimore, MD","Baltimore, MD",5001 to 10000 employees,Company - Public,Finance,71000,123000, MD
231,Other,3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,71000,123000, MD
271,Other,4.1,"ABIOMED
4.1","Danvers, MA","Danvers, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,91000,150000, MA
52,Data Scientist,4.0,"Netskope
4.0","San Francisco, CA","Santa Clara, CA",501 to 1000 employees,Company - Private,Information Technology,75000,131000, CA
56,Data Scientist,3.5,"Benson Hill
3.5","Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,75000,131000, MO
57,Data Scientist,4.1,"Twitter
4.1","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Information Technology,75000,131000, CA
58,Data Scientist,3.2,"Postmates - Corporate HQ
3.2","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Transportation & Logistics,75000,131000, CA
230,Data Scientist,0,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",1 to 50 employees,Company - Private,Information Technology,71000,123000, VA
442,Data Scientist,2.7,"Change Healthcare
2.7","Lombard, IL","Nashville, TN",10000+ employees,Company - Public,Information Technology,79000,133000, IL
0,Data Scientist,3.1,"Healthfirst
3.1","New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance,137000,171000, NY
1,Data Scientist,4.2,"ManTech
4.2","Chantilly, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Business Services,137000,171000, VA
2,Data Scientist,3.8,"Analysis Group
3.8","Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Business Services,137000,171000, MA
3,Data Scientist,3.5,"INFICON
3.5","Newton, MA","Bad Ragaz, Switzerland",501 to 1000 employees,Company - Public,Manufacturing,137000,171000, MA
4,Data Scientist,2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,Company - Private,Business Services,137000,171000, NY
5,Data Scientist,4.2,"HG Insights
4.2","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Information Technology,137000,171000, CA
6,Data Scientist,3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,137000,171000, MA
9,Data Scientist,3.6,"XSELL Technologies
3.6","Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Information Technology,137000,171000, IL
11,Data Scientist,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,Company - Private,Information Technology,137000,171000, MO
310,Data Scientist,4.4,"Adwait Algorithm
4.4","New York, NY","Houston, TX",51 to 200 employees,Company - Private,Information Technology,145000,225000, NY
323,Data Scientist,3.7,"GovTech
3.7","San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Government,79000,147000, CA
379,Data Scientist,3.7,"Carolina Power & Light Co
3.7","McLean, VA","Raleigh, NC",5001 to 10000 employees,Subsidiary or Business Segment,"Oil, Gas, Energy & Utilities",112000,116000, VA
527,Data Scientist,2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY",1001 to 5000 employees,Company - Public,Business Services,212000,331000, NY
528,Data Scientist,3.5,"Aptive
3.5","Washington, DC","Alexandria, VA",51 to 200 employees,Company - Private,Business Services,212000,331000, DC
446,Data Scientist,4.5,"Envision LLC
4.5","Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Business Services,69000,116000, MO
247,Data Scientist,3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,Company - Private,Insurance,90000,124000, CA
244,Other,5.0,"Genesis Research
5.0","Hoboken, NJ","Hoboken, NJ",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,90000,124000, NJ
249,Other,4.2,"Rincon Research Corporation
4.2","Melbourne, FL","Tucson, AZ",201 to 500 employees,Company - Private,Aerospace & Defense,90000,124000, FL
256,Other,3.1,"Battelle
3.1","Norwell, MA","Columbus, OH",10000+ employees,Nonprofit Organization,Business Services,90000,124000, MA
257,Other,4.2,"Ntrepid
4.2","Herndon, VA","Herndon, VA",201 to 500 employees,Company - Private,Information Technology,90000,124000, VA
62,Data Scientist,3.5,"iRobot
3.5","Bedford, MA","Bedford, MA",1001 to 5000 employees,Company - Public,Retail,79000,131000, MA
63,Data Scientist,4.2,"HG Insights
4.2","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Information Technology,79000,131000, CA
260,Machine Learning Scientist,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Information Technology,90000,124000, CA
259,Data Engineer,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,Company - Private,Business Services,90000,124000, CA
269,Data Engineer,5.0,"Paige
5.0","New York, NY","New York, NY",1 to 50 employees,Company - Private,Information Technology,91000,150000, NY
270,Data Engineer,4.1,"Shape Security
4.1","Santa Clara, CA","Mountain View, CA",51 to 200 employees,Company - Private,Information Technology,91000,150000, CA
265,Other,3.8,"Analysis Group
3.8","Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Business Services,91000,150000, MA
66,Data Scientist,3.7,"Via Transportation
3.7","New York, NY","New York, NY",501 to 1000 employees,Company - Private,Information Technology,79000,131000, NY
67,Data Scientist,4.0,"Grid Dynamics
4.0","Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,Company - Private,Information Technology,79000,131000, CA
69,Data Scientist,2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,79000,131000, CA
71,Data Scientist,3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,79000,131000, CA
72,Data Scientist,4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Information Technology,79000,131000, CA
77,Data Scientist,3.5,"The Knot Worldwide
3.5","Washington, DC","Chevy Chase, MD",1001 to 5000 employees,Company - Private,Information Technology,79000,131000, DC
276,Data Analyst,3.8,"FHLBank Pittsburgh
3.8","Pittsburgh, PA","Pittsburgh, PA",201 to 500 employees,Company - Private,Finance,91000,150000, PA
578,Data Engineer,3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA",10000+ employees,Other Organization,Finance,138000,158000, VA
89,Data Scientist,3.9,"Mars
3.9",United States,"Mc Lean, VA",10000+ employees,Company - Private,Manufacturing,79000,131000,Other
577,Other,3.8,"Applied Research Laboratories
3.8","Austin, TX","Austin, TX",501 to 1000 employees,College / University,Education,138000,158000, TX
579,Other,2.0,"Conagen
2.0","New Bedford, MA","Bedford, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,138000,158000, MA
78,Data Scientist,2.9,"IFG Companies
2.9","New York, NY","Hartford, CT",201 to 500 employees,Company - Private,Insurance,79000,131000, NY
511,Data Scientist,5.0,"Blue Horizon Tek Solutions
5.0","New York, NY","Coconut Creek, FL",1 to 50 employees,Company - Private,Business Services,212000,331000, NY
87,Data Scientist,4.5,"Fullpower Technologies, Inc.
4.5","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,Information Technology,79000,131000, CA
93,Data Scientist,3.6,"Merrick Bank
3.6",Utah,"South Jordan, UT",201 to 500 employees,Company - Private,Finance,79000,131000,Other
473,Data Scientist,4.0,"Trexquant Investment
4.0",United States,"Stamford, CT",1 to 50 employees,Company - Private,Finance,31000,56000,Other
92,Data Scientist,4.2,"ManTech
4.2","Alexandria, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Business Services,79000,131000, VA
94,Data Scientist,3.4,"Mathematica Policy Research
3.4","Washington, DC","Princeton, NJ",1001 to 5000 employees,Company - Private,Business Services,99000,132000, DC
98,Data Scientist,3.8,"GutCheck
3.8","Denver, CO","Denver, CO",51 to 200 employees,Company - Private,Business Services,99000,132000, CO
99,Data Scientist,3.5,"Inter-American Development Bank
3.5","Washington, DC","Washington, DC",1001 to 5000 employees,Other Organization,Finance,99000,132000, DC
102,Data Scientist,4.1,"Evidation
4.1","Santa Barbara, CA","San Mateo, CA",51 to 200 employees,Company - Private,Information Technology,99000,132000, CA
474,Data Scientist,3.0,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,Company - Private,Insurance,31000,56000, OH
475,Data Scientist,3.7,"Fleetcor
3.7","Atlanta, GA","Atlanta, GA",5001 to 10000 employees,Company - Public,Finance,31000,56000, GA
608,Data Scientist,3.2,"IMG Systems
3.2","Plano, TX","Plano, TX",1 to 50 employees,Company - Private,Business Services,80000,132000, TX
481,Data Scientist,3.4,"USI
3.4","Southfield, MI","Saint Paul, MN",1001 to 5000 employees,Company - Private,"Construction, Repair & Maintenance",31000,56000, MI
478,Data Scientist,4.1,"IntelliPro Group Inc.
4.1","Santa Clara, CA","Santa Clara, CA",201 to 500 employees,Company - Private,Unknown,31000,56000, CA
100,Data Scientist,4.9,"Avlino
4.9","New Jersey, NJ","Holmdel, NJ",1 to 50 employees,Company - Private,Information Technology,99000,132000, NJ
103,Data Scientist,4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Information Technology,99000,132000, CA
104,Data Scientist,4.4,"Intuit - Data
4.4","San Diego, CA","Mountain View, CA",5001 to 10000 employees,Company - Public,Information Technology,99000,132000, CA
105,Data Scientist,3.8,"Tecolote Research
3.8","Hill AFB, UT","Goleta, CA",501 to 1000 employees,Company - Private,Aerospace & Defense,99000,132000, UT
112,Data Scientist,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,99000,132000, VA
114,Data Scientist,4.0,"Noblis
4.0","Reston, VA","Reston, VA",1001 to 5000 employees,Nonprofit Organization,Business Services,99000,132000, VA
115,Data Scientist,3.6,"Spring Health
3.6","New York, NY","New York, NY",1 to 50 employees,Company - Private,Health Care,99000,132000, NY
120,Data Scientist,4.5,"TACG Solutions
4.5","Dayton, OH","Beavercreek, OH",51 to 200 employees,Company - Private,Business Services,99000,132000, OH
122,Data Scientist,4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Information Technology,99000,132000, VA
297,Data Analyst,4.5,"ShorePoint
4.5","Reston, VA","Washington, DC",1 to 50 employees,Company - Private,Information Technology,141000,225000, VA
581,Data Analyst,3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA",10000+ employees,Other Organization,Finance,138000,158000, VA
305,Other,3.4,"TrueAccord
3.4",Remote,"San Francisco, CA",51 to 200 employees,Company - Private,Information Technology,145000,225000,Other
580,Other,4.8,"Alector
4.8","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,138000,158000, CA
582,Other,3.3,"Reynolds American
3.3","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Manufacturing,138000,158000, NC
125,Data Scientist,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications,99000,132000, CA
130,Data Scientist,5.0,"Notion Labs
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Information Technology,90000,109000, CA
133,Data Scientist,3.3,"NAVEX Global
3.3","Lake Oswego, OR","Lake Oswego, OR",1001 to 5000 employees,Company - Private,Information Technology,90000,109000, OR
137,Data Scientist,4.2,"Upstart
4.2","San Mateo, CA","San Mateo, CA",201 to 500 employees,Company - Private,Finance,90000,109000, CA
142,Data Scientist,3.3,"Tempo Automation
3.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Manufacturing,90000,109000, CA
143,Data Scientist,3.3,"MITRE
3.3","McLean, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Government,90000,109000, VA
146,Data Scientist,3.4,"Plymouth Rock Assurance
3.4","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,Company - Private,Insurance,90000,109000, NJ
148,Data Scientist,2.9,"GNS Healthcare
2.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,90000,109000, MA
150,Data Scientist,2.9,"SPECTRUM
2.9","Maryland Heights, MO","Stamford, CT",10000+ employees,Subsidiary or Business Segment,Telecommunications,90000,109000, MO
611,Data Scientist,3.6,"Merrick Bank
3.6",Utah,"South Jordan, UT",201 to 500 employees,Company - Private,Finance,87000,141000,Other
517,Data Scientist,2.7,"Hexagon US Federal
2.7","Lexington Park, MD","Chantilly, VA",51 to 200 employees,Company - Public,Aerospace & Defense,212000,331000, MD
